Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y
T2023069251,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,110207,1090 HAYSBORO AVE 108,NASHVILLE,TN,UNIT 108 HAYSBORO,adam kan,CART,CAA03R299,"to construct 909Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.7246159,36.23085105,3604,37216,-9654140.081,4332432.791
T2023003675,Building Residential - New,Single Family Residence,1/18/2023 6:00,218193,6019 A ROBERTSON AVE,NASHVILLE,TN,UNIT A HOMES AT 6019 ROBERTSON AVENUE,"Leland, Inc.",CARN,CAA01R301,"to construct unit A of proposed HPR with 1720 sf living area.  units detached.  maximum allowed height is 36'.  52.7' min front s/b; 5' min side s/b; 20' min rear s/b.  minimum required distance between structures is 6' min with no bump outs.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725, 2014-770 and 2022-1270.",20,-86.86789177,36.15654952,3605,37209,-9670089.478,4322183.781
T2023069259,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,75533,1090 HAYSBORO AVE 109,NASHVILLE,TN,UNIT 109 HAYSBORO,adam kan,CART,CAA03R299,"to construct 623Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72473689,36.23082171,3606,37216,-9654153.55,4332428.742
T2023003680,Building Residential - New,Single Family Residence,1/18/2023 6:00,218193,6019 B ROBERTSON AVE,NASHVILLE,TN,UNIT B HOMES AT 6019 ROBERTSON AVENUE,"Leland, Inc.",CARN,CAA01R301,"to construct unit B of proposed HPR with 1720 sf living area.  units detached.  maximum allowed height is 36'.  minimum required distance between structures is 6' min with no bump outs.  52.7' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725, 2014-770 and 2022-1270.",20,-86.86784692,36.15631996,3607,37209,-9670084.485,4322152.131
T2023069266,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,75654,1090 HAYSBORO AVE 110,NASHVILLE,TN,UNIT 110 HAYSBORO,adam kan,CART,CAA03R299,"to construct 624Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72461943,36.23078618,3608,37216,-9654140.474,4332423.838
T2023003713,Building Tree Removal Permit,Tree Removal Permit,1/18/2023 6:00,5000,706 26TH AVE N,NASHVILLE,TN,LOT 38 BUCHI SUB 20 MCNAIRY,E3 CONSTRUCTION SERVICES LLC,CATR,CATREE,We are looking to remove trees on the property,21,-86.81470537,36.15897666,3609,37208,-9664168.795,4322518.422
T2023069270,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,110086,1090 HAYSBORO AVE 111,NASHVILLE,TN,UNIT 111 HAYSBORO,adam kan,CART,CAA03R299,"to construct 908Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72474837,36.23072483,3610,37216,-9654154.828,4332415.372
T2023003770,Building Commercial - Rehab,"Retail, Department / Retail Stores",1/19/2023 6:00,40000,2110 8TH AVE S,NASHVILLE,TN,LT 6 PT 5 BLK 1 YARBROUGH SUB WOODLAND,Evan Brooks,CACR,CAF20M001,"Replace storefront windows with-in the existing facade openings. NO AWNING THIS PERMT. POC: Evan Brooks, 713-824-5816.  You have been invited by Sykes, Ronya (Codes) to join a Bluebeam Studio Session:     T2023003770 Starland  Session ID: 490-749-973  Session URL: https://epr.nashville.gov/hyperlink.html?link=epr.nashville.gov/sessions/490-749-973",17,-86.77868235,36.1316117,3611,37204,-9660158.731,4318746.083
T2023069353,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,109480,1090 HAYSBORO AVE 112,NASHVILLE,TN,UNIT 112 HAYSBORO,adam kan,CART,CAA03R299,"to construct 903Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72463599,36.23066589,3612,37216,-9654142.318,4332407.238
T2023003825,Building Residential - Addition,Single Family Residence,1/19/2023 6:00,1100000,913 NEARTOP DR,NASHVILLE,TN,LOT 13 HILLWOOD TERRACE,Donnelly Timmons & Assoc. Inc,CARA,CAA01R301,"This permit is for a major renovation and addition at 913 Neartop Dr. The intent is to demo the first floor of the existing residence keeping the existing foundation and basement walls and expanding to the right side and rear of the existing structure. We are also constructing an attached porte cochere. The existing residence is currently over the front setback line. The only new construction that will be over the front setback is a new set of uncovered steps to the front porch. The existing home is 2,500sf. Finished square footage of the new structure will be 5,890sf.",20,-86.85916455,36.12774388,3613,37205,-9669117.968,4318212.999
T2023069359,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,75048,1090 HAYSBORO AVE 113,NASHVILLE,TN,UNIT 113 HAYSBORO,adam kan,CART,CAA03R299,"to construct 619Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72475659,36.23065754,3614,37216,-9654155.743,4332406.086
T2023004023,Building Use & Occupancy,"Accessory Structure, Pools - Commercial",1/19/2023 6:00,290000,281 CUMBERLAND BND,NASHVILLE,TN,LOT 4-G RESUB PT BLK H SEC 1 METROCENTER,Cox Pools Service Inc,CAUO,CAA14U018,"Form and dig swimming pool. Frame with rebar and shoot with gunite. Install main drains, inlets, and skimmers. Install tile and plaster.  mills Nesbitt  You have been invited by Sykes, Ronya (Codes) to join a Bluebeam Studio Session:     T2023004023 Pool  Session ID: 391-407-292  Session URL: https://epr.nashville.gov/hyperlink.html?link=epr.nashville.gov/sessions/391-407-292",2,-86.79043214,36.19304597,3615,37228,-9661466.712,4327216.815
T2023069365,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,75896,1090 HAYSBORO AVE 201,NASHVILLE,TN,UNIT 201 HAYSBORO,adam kan,CART,CAA03R299,"to construct 626Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72443245,36.23106629,3616,37216,-9654119.66,4332462.494
T2023004129,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",1/20/2023 6:00,991549,2924 DICKERSON PIKE,NASHVILLE,TN,LOT 7 HARDAWAY HILLHURST ADDN SEC 2 RESUB LOTS 5 & 7,gertrude pieri,CACN,CAA14U011,"to construct 84x128 storage building on site for abel mccallister abel.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  andrew pieri",2,-86.76185701,36.22296603,3617,37207,-9658285.743,4331344.685
T2023003620,Building Use & Occupancy,Master Permit Application,1/18/2023 6:00,0,318 B WHITE BRIDGE PIKE,NASHVILLE,TN,E SIDE WHITE BRIDGE PK N OF BURGES AVE,Hannah Faust,CAUO,CAZ03A001,"Master permit, no construction this permit. Develop 5 residential townhomes with associated improvements. Proposed on 4 existing parcels that must be consolidated. POC: Hannah Faust, 615-662-7234.",24,-86.85800183,36.14636877,3618,37209,-9668988.535,4320780.225
T2023069372,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,77472,1090 HAYSBORO AVE 202,NASHVILLE,TN,UNIT 202 HAYSBORO,adam kan,CART,CAA03R299,"to construct 639Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72451311,36.23106819,3619,37216,-9654128.639,4332462.757
T2023004151,Building Demolition Permit,Demolition Permit - Residential,1/20/2023 6:00,7500,3104 MEADE AVE,NASHVILLE,TN,LOT 57 PATTERSON SUB MAPLE HILL,LANE BUILDING GROUP LLC,CADM,CAZ01A001,"To demolish structure or structures to finish grade.  not to be burned on lot.  R8-A zoning.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",16,-86.74473336,36.10343252,3620,37211,-9656379.547,4314862.877
T2023069376,Building Residential - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",9/19/2023 5:00,77594,1090 HAYSBORO AVE 203,NASHVILLE,TN,UNIT 203 HAYSBORO,adam kan,CART,CAA03R299,"to construct 640Sf single family residence. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72461732,36.2310709,3621,37216,-9654140.239,4332463.131
T2023004272,Building Residential - New,"Accessory Structure, Carport",1/20/2023 6:00,18960,313 B HOOPER CT,NASHVILLE,TN,LOT 61 APACHE HILLS SEC. 6,"Southern Belle Construction, LLC",CARN,CAA14U004,"to construct a 14x22 detached carport to the rear of residence with stick framed with shingles. Concrete footers and hurricane ties and straps for connections.  R8 zoning.  not to be used for living or commercial purposes.  max allowed height is 16'.  10' MIN REAR AND SIDE S/B PER EASEMENT ON RECORDED SUB PLAT.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",27,-86.68848586,36.06270696,3622,37211,-9650118.104,4309253.187
