Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2023097310,Building Commercial - New,"Commercial Amusement (In), Other",12/8/2023 6:00,0,122 4TH AVE S,NASHVILLE,TN,PT LOT 22 FIRST ACADEMY PLAN,chris madderom,CACN,CAL03A999,to construct Sf ticket booth on site for old town trolley ticket booth. not to be over any easements.,19,-86.77634204,36.16020602,4098,37201,-9659898.209,4322687.924,Building Commercial New
T2023097318,Building Commercial - Rehab,"Retail, Department / Retail Stores",12/8/2023 6:00,275000,2126 ABBOTT MARTIN RD 315,NASHVILLE,TN,W/S HILLSBORO PK. & N/S ABBOTT MARTIN RD.,amy diekevers,CACR,CAF20M001,to conduct interior renovations to existing space for chicos. no change to footprint.  bb poc amy doekievers,25,-86.81458474,36.10744829,4099,37215,-9664155.367,4315416.181,Building Commercial Rehab
T2023097322,Building Commercial - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",12/8/2023 6:00,18000,800 19TH AVE S,NASHVILLE,TN,LOTS 180-181-182-238 O.B. HAYES 2ND ADDN,andy berry,CACR,CAA03R398,to relocate exterior staircase for kenect. not to be over any easements.  bb poc andy berry,17,-86.79561862,36.15027762,4100,37203,-9662044.068,4321319.092,Building Commercial Rehab
T2023098757,Building Commercial - Rehab,"Commercial Amusement (In), Other",12/13/2023 6:00,0,2020 LINDELL AVE,NASHVILLE,TN,LOT 1 EDGEHILL EST. SEC. 35  RE-SUB LOT 1,tim curtis,CACR,CAL03A999,to conduct renovations to existing space for aura event center. no change to footprint.  bb poc tim Curtis...timcurtisarch@comcast.net,17,-86.77309622,36.13157699,4120,37203,-9659536.886,4318741.299,Building Commercial Rehab
T2023098761,Building Commercial - Addition,Hotel / Motel,12/13/2023 6:00,0,420 MURFREESBORO PIKE,NASHVILLE,TN,LTS 4 5 6 PT 1 2 3 IDA SKLAR N/S MURFREESBORO PK W FESSLERSL,tim curtis,CACA,CAF14R102,to construct 15 room addition and remodel portion of drakes hotel. not to be over any easements.,17,-86.7475745,36.14414441,4121,37210,-9656695.821,4320473.59,Building Commercial Addition
T2024000291,Building Commercial - Rehab,Restaurant (Take Out),1/3/2024 6:00,0,5751 OLD HICKORY BLVD,HERMITAGE,TN,PT LOT 1 CENTRAL PIKE SUBD SEC 1,norma vargas,CACR,CAF31A203,to conduct renovations to interior of existing restaurant to add countertop for register for Las fajitas. no change to footprint.,14,-86.60224301,36.17319993,4150,37076,-9640517.593,4324479.661,Building Commercial Rehab
T2024000325,Building Commercial - Addition,Restaurant (Full Service),1/3/2024 6:00,1500000,2035 RICHARD JONES RD,NASHVILLE,TN,LOT 1 ANDREW CASTLEMAN LANDS CONSOLIDATION LOTS 1 & 2,gertrude pieri,CACA,CAF19A203,to construct 1000SF addition and interior renovations to existing portion of building for vertis restaurant. not to be over any easements.  bb poc andsrew pierri MIP third party review.,25,-86.81385312,36.10456078,4154,37215,-9664073.923,4315018.329,Building Commercial Addition
T2024001224,Building Commercial - Rehab,Restaurant (Full Service),1/5/2024 6:00,20000,3953 NOLENSVILLE PIKE,NASHVILLE,TN,LOT 5 ELYSIAN PLAZA SUB RESUB OF LOTS 4 & 5,tereza flores,CACR,CAF19A203,to conduct renovations to existing space for new kitchen equipment for Sabor cubano. no change to footprint.,26,-86.73036182,36.08476265,4162,37211,-9654779.714,4312290.859,Building Commercial Rehab
T2024001888,Building Commercial - Rehab,"Multifamily, Apt / Twnhome > 5 Unit Bldg",1/8/2024 6:00,628000,2124 15TH AVE N 1-9,NASHVILLE,TN,LOT 51 OWEN BUENA VISTA,Self Permit,CACR,CAA03R399,"To rehab the existing non-conforming apartment building containing 9 units. 13-7-208. Each unit will be separately metered for electrical, water/sewer.  Subject to property standards approval.",2,-86.81073145,36.18679059,4166,37208,-9663726.42,4326354.002,Building Commercial Rehab
T2024002341,Building Commercial - Rehab,"General Office, Professional Services",1/9/2024 6:00,0,5213 LINBAR DR 400,NASHVILLE,TN,LOT 1 HAYWOOD OAKS RESUB,lenny bundy,CACR,CAD02B016,to conduct renovation to existing building to create new tenant space of 8992SF and bring to spec suite status. future tenant will require separate build out permit. no change to footprint.  bb poc lenny bundy,30,-86.69740266,36.07578938,4168,37211,-9651110.717,4311054.891,Building Commercial Rehab
T2024002337,Building Commercial - New,Automobile Parking - Structure,1/9/2024 6:00,1,6306 B POPPY PL,NASHVILLE,TN,COMMON AREA HEARTH & HAVEN TOWNHOMES,E3 CONSTRUCTION SERVICES LLC,CACN,CAF03S002,to construct a parking garage structure multi family development.  14904 sf structure.  SP Zoning master permit 2023054956.  bb poc page pennington,2,-86.82492366,36.20112021,4169,37218,-9665306.29,4328330.608,Building Commercial New
T2024002374,Building Commercial - Rehab,"General Office, Professional Services",1/9/2024 6:00,0,5213 LINBAR DR 402,NASHVILLE,TN,LOT 1 HAYWOOD OAKS RESUB,lenny bundy,CACR,CAD02B016,to conduct renovations to existing building to create new tenant space of 7262SF and bring to spec suite status. future tenant will require separate build out permit. no change to footprint.  bb poc Lenny bundy,30,-86.69654227,36.07578701,4171,37211,-9651014.939,4311054.565,Building Commercial Rehab
T2024002391,Building Commercial - Rehab,"Religious Institution, Worship Space",1/9/2024 6:00,0,1265 RURAL HILL RD,ANTIOCH,TN,W. SIDE RURAL HILL RD. N. OF MT. VIEW RD.,solomon haile,CACR,CAB10A305,"Will require special exception from the board of zoning appeals. 17.40.280  to conduct renovations to existing dwelling to convert to church and construct new parking lot with 30 spaces for st mary eritrean orthodox tewahdo of nashville.  bb poc yonas tsegay….only contact info, no application - solomon haile, stmarynashvilletn@gmail.com",28,-86.64565107,36.06168535,4172,37013,-9645349.757,4309112.504,Building Commercial Rehab
T2024002570,Building Commercial - New,"Retail, Department / Retail Stores",1/9/2024 6:00,0,110 4TH AVE S,NASHVILLE,TN,LOT 38 FIRST ACADEMY PLAN RESUB PT LOT 21,makeroes youssef,CACN,CAF20M001,to construct new retail store on site for Up In Smoke. not to be over any easements.,19,-86.77662833,36.16056835,4177,37201,-9659930.079,4322737.882,Building Commercial New
T2024002775,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44811,6302 POPPY PL 101,NASHVILLE,TN,UNIT A101 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 101 building A with 1077 sf living area and 58 sf porch area.  shell permit 2024002350.  bb poc paige pennington,2,-86.8244724,36.20089849,4182,37218,-9665256.056,4328300.022,Building Commercial Tenant Finish Out
T2024002777,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6302 POPPY PL 102,NASHVILLE,TN,UNIT A102 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 102 building A with 1077 sf living area and 58 sf porch area.  SP Zoning.  shell permit 2024002350.,2,-86.82439498,36.20092239,4183,37218,-9665247.438,4328303.319,Building Commercial Tenant Finish Out
T2024002779,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6302 POPPY PL 103,NASHVILLE,TN,UNIT A103 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 103 building a with 1077 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.82433163,36.20094166,4184,37218,-9665240.386,4328305.977,Building Commercial Tenant Finish Out
T2024002782,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6302 POPPY PL 104,NASHVILLE,TN,UNIT A104 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 104 building A with 1077 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.82423752,36.20097425,4185,37218,-9665229.909,4328310.473,Building Commercial Tenant Finish Out
T2024002785,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,27361,6302 POPPY PL 201,NASHVILLE,TN,UNIT A201 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 201 building A with with 635 sf living area and 58 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.8244724,36.20089849,4186,37218,-9665256.056,4328300.022,Building Commercial Tenant Finish Out
T2024002786,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,40823,6302 POPPY PL 202,NASHVILLE,TN,UNIT A202 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 202 building A with 976 sf living area and 58 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.82439498,36.20092239,4187,37218,-9665247.438,4328303.319,Building Commercial Tenant Finish Out
T2024002788,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,41652,6302 POPPY PL 203,NASHVILLE,TN,UNIT A203 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 203 building a with 939 sf living area and 116 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.82433163,36.20094166,4188,37218,-9665240.386,4328305.977,Building Commercial Tenant Finish Out
T2024002789,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,27637,6302 POPPY PL 301,NASHVILLE,TN,UNIT A301 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 301 building A with 635 sf living area and 65 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.8244724,36.20089849,4189,37218,-9665256.056,4328300.022,Building Commercial Tenant Finish Out
T2024002792,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,41652,6302 POPPY PL 302,NASHVILLE,TN,UNIT A302 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 302 building A with 939 sf living area and 116 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.82439498,36.20092239,4190,37218,-9665247.438,4328303.319,Building Commercial Tenant Finish Out
T2024002793,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,40942,6302 POPPY PL 303,NASHVILLE,TN,UNIT A303 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 303 building A with 976 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002350.,2,-86.82433163,36.20094166,4191,37218,-9665240.386,4328305.977,Building Commercial Tenant Finish Out
T2024002794,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 101,NASHVILLE,TN,UNIT B101 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 101 building B with 1077 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.8240931,36.2010201,4192,37218,-9665213.833,4328316.798,Building Commercial Tenant Finish Out
T2024002795,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 102,NASHVILLE,TN,UNIT B102 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 102 building B with 1077 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.824028,36.20104129,4193,37218,-9665206.586,4328319.721,Building Commercial Tenant Finish Out
T2024002799,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 103,NASHVILLE,TN,UNIT B103 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 103 building B with 1077 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.82393825,36.20106891,4194,37218,-9665196.595,4328323.532,Building Commercial Tenant Finish Out
T2024002801,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 104,NASHVILLE,TN,UNIT B104 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 104 building B with 1077 sf living area and 58 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.82385291,36.20109507,4196,0,-9665187.095,4328327.14,Building Commercial Tenant Finish Out
T2024002802,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 201,NASHVILLE,TN,UNIT B201 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 201 building b with 969 sf living area and 116 sf porch area.  SP zoning.  shell permit  2024002462.,2,-86.8240931,36.2010201,4197,37218,-9665213.833,4328316.798,Building Commercial Tenant Finish Out
T2024002807,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 202,NASHVILLE,TN,UNIT B202 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 202 building B with 976 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.824028,36.20104129,4198,37218,-9665206.586,4328319.721,Building Commercial Tenant Finish Out
T2024002811,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 203,NASHVILLE,TN,UNIT B203 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 203 building B with 635 sf living area and 58 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.82393825,36.20106891,4199,37218,-9665196.595,4328323.532,Building Commercial Tenant Finish Out
T2024002815,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 301,NASHVILLE,TN,UNIT B301 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 301 building B with 976 sf living area and 61 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.8240931,36.2010201,4200,37218,-9665213.833,4328316.798,Building Commercial Tenant Finish Out
T2024002819,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 302,NASHVILLE,TN,UNIT B302 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 302 building b with 939 sf living area and 116 sf porch area.  SP zoning.  shell permit 2024002462.,2,-86.824028,36.20104129,4201,37218,-9665206.586,4328319.721,Building Commercial Tenant Finish Out
T2024002823,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,44929,6304 POPPY PL 303,NASHVILLE,TN,UNIT B303 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 303 building B with 635 sf living area and 65 sf porch area.  SP Zoning.  shell permit 2024002462.,2,-86.82393825,36.20106891,4202,37218,-9665196.595,4328323.532,Building Commercial Tenant Finish Out
T2024002831,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,45837,6300 POPPY PL 101,NASHVILLE,TN,UNIT C101 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 101 building C with 1131 sf living area and 30 sf porch area.  SP zoning.  shell permit 2024002470.,2,-86.82453376,36.20102755,4203,37218,-9665262.887,4328317.826,Building Commercial Tenant Finish Out
T2024002842,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,45837,6300 POPPY PL 102,NASHVILLE,TN,UNIT C102 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 102 building C with 1131 sf living area and 30 sf porch area.  SP zoning.  shell permit 2024002470.,2,-86.82441709,36.20105399,4204,37218,-9665249.899,4328321.473,Building Commercial Tenant Finish Out
T2024002849,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",1/10/2024 6:00,45837,6300 POPPY PL 201,NASHVILLE,TN,UNIT C201 HEARTH & HAVEN,E3 CONSTRUCTION SERVICES LLC,CACT,CAA03R299,to finish out unit 201 building C with 1059 sf living area and 30 sf porch area.  SP zoning.  shell permit 2024002470.,2,-86.82453376,36.20102755,4205,37218,-9665262.887,4328317.826,Building Commercial Tenant Finish Out
