Permit #,Permit Type Description,Permit Subtype Description,Parcel,Date Entered,Date Issued,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,IVR Tracking,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2023061193,Building Residential - New,Single Family Residence,6300016700,8/28/2023 5:00,,650145,1430 NEELYS BEND RD,MADISON,TN,W/S NEELY'S BEND RD S OF EVERGREEN TL,glen harris,CARN,CAA01R301,4371637,"to construct 2766SF single family residence with 6000SF garage and 1035SF porches. 20' min. side setback, 20' min. rear setback, front setback at over 1000'. not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",9,-86.67545604,36.23246817,2383,37115,-9648667.631,4332655.961,Building Residential New
T2023061400,Building Residential - New,Detached Accessory Dwelling Unit,8203023500,8/28/2023 5:00,,84868,1006 B MERIDIAN ST,NASHVILLE,TN,LOT 50 & PT LOT 49 BENEDICT LAND CO SUB LINDSLEY TRACT,BOOTSTRAP ARCHITECTURE + CONSTRUCTION LLC,CARN,CAA11R301,4371938,"see drawings for details - no new utility taps and no garage doors.  SP Overlay for DADU residences.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",5,-86.76839561,36.18902929,2384,37207,-9659013.616,4326662.781,Building Residential New
T2023061531,Building Residential - New,Single Family Residence,7213031200,8/28/2023 5:00,,0,904 DOUGLAS AVE,NASHVILLE,TN,"PT LOT 2 BLK A, REV L M EZELL 12 AC TRACT","INFINIUM BUILDERS, LLC",CARN,CAA01R301,4372148,"TO CONSTRUCT 2311 SQFT OF LIVING AREA …  463 SQFT OF ATTACHED GARAGE AREA… 96 SQFT PORCH/DECK AREA…  ...NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… … *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… … ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… ",5,-86.75006561,36.19308993,2385,37206,-9656973.13,4327222.879,Building Residential New
T2023061552,Building Residential - New,"Accessory Structure, Pools - Residential",7212029500,8/28/2023 5:00,,0,1926 B UPLAND DR,NASHVILLE,TN,LOT 136 SEC 2 BURCHWOOD GARDENS,CANAAN BUILDERS,CARN,CAA14U017,4372178,Installing inground Fiberglass pool and spa,7,-86.71318404,36.19850388,2386,37216,-9652867.492,4327969.689,Building Residential New
T2023061686,Building Residential - New,Single Family Residence,18300012800,8/29/2023 5:00,,933269,4132 TWIN OAKS LN,ANTIOCH,TN,W/S TWIN OAKS LN S OF OLD HICKORY BV,javier garrido,CARN,CAA01R301,4372364,"to construct 7179SF single family residence with 757SF garage and 1090SF porches. 20' min. side setback, 20' min. rear setback, front setback at 327'. not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",33,-86.62072304,35.99781809,2388,37013,-9642574.781,4300321.149,Building Residential New
T2023061887,Building Residential - Addition,Single Family Residence,8115022200,8/29/2023 5:00,,96992,1712 UNDERWOOD ST,NASHVILLE,TN,PT LOT 409 D T MCGAVOCK AND OTHERS ADDITION,"LAWSON, RONALD DBA THE LIGHT ELECTRICAL SERVICES",CARA,CAA01R301,4372612,Addition for 1712 Underwood are:  Adding 800sq ft of upstairs living space with:  New Roof   New Windows   New AC ductwork and unit  New Flooring  New Kitchen and Bathroom cabinets  New driveway  New plumbing  Rear setback is 20ft and side setbacks are 5ft.,21,-86.80736174,36.17400597,2390,37208,-9663351.306,4324590.816,Building Residential Addition
T2023062179,Building Residential - Addition,"Accessory Structure, Decks",12713003000,8/29/2023 5:00,,84550,8520 RAYMOND ROBERTS DR,NASHVILLE,TN,LOT 11 MERRYMOUNT ACRES SEC 3,Howard Home Remodeling LLC,CARA,CAA14U015,4373087,"Add 1st and 2nd story addition to rear elevation of existing detached garage. GC scope to include dry in only. No electrical, mechanical, or plumbing to take place under this permit or GC scope.",22,-86.99078745,36.08536064,2392,37221,-9683770.163,4312373.23,Building Residential Addition
T2023062450,Building Residential - New,"Accessory Structure, Garage",4202001000,8/30/2023 5:00,,19320,1016 B NESBITT DR,NASHVILLE,TN,LOTS 47 & 48 OZARK HILLS,"SHAMMAH CONSTRUCTION GROUP, LLC",CARN,CAA14U009,4373402,"To build a 20x20 garage to the side/rear of residence.  parcel is zoned RS20 and contains 2.53 acres.  not to be used for living or commercial purposes.  maximum allowed height is 24'.  140' min side street s/b per plat.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.***RESTRICTIVE COVENANT FOR DETACHED STRUCTURE 20231016-0081121",3,-86.7419778,36.27566289,2395,37207,-9656072.799,4338618.757,Building Residential New
T2023062593,Building Residential - New,Single Family Residence,7307000500,8/30/2023 5:00,,122271,2456 FAIRBROOK DR,NASHVILLE,TN,LOT 462 SEC 6 SUNSET VIEW SUB DIVISION,BUILD GROUP LLC,CARN,CAA01R301,4373713,"To construct addition to the existing single family home with 561 SF of living space, and 895 SF of porches/decks.",15,-86.68528525,36.20839516,2396,37214,-9649761.813,4329334.243,Building Residential New
T2023062891,Building Residential - Rehab,Single Family Residence,8111030300,8/31/2023 5:00,,191854,1631 16TH AVE N,NASHVILLE,TN,PT LOT 344 D T MCGAVOCK & OTHERS ADDN,Nova Construction LLC,CARR,CAA01R301,4374147,"1. Repair or replace the roof, siding, and gutters,   2. Upgrade or replace windows and doors.  3.Landscaping improvements  4.Install new plumbing fixtures (sinks, toilets, showers, etc.).  5.Remove and replace existing flooring materials (hardwood, tile, carpet, etc.).  6.Improve insulation to enhance energy efficiency.  7.Repair or level subflooring, as necessary.  8.Fix drywall or plaster, and finish with paint.  9.Install new trim, baseboards, and crown molding.  10.Install new tile and backsplash.  11.install a new kitchen layout.  no increase to building footprint.  RS5 Zoning.  remains single family residence.  only one kitchen allowed in residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",21,-86.807163,36.17696903,2398,37208,-9663329.182,4324999.44,Building Residential Rehab
T2023063116,Building Residential - Addition,Single Family Residence,10514014300,9/1/2023 5:00,,0,2217 LINDELL AVE,NASHVILLE,TN,"LOT 21 PT LOT 22 BLK 19, YARBROUGHS SUB WOODLAND",UCD ENTERPRISES LLC,CARA,CAA01R301,4374550,"I WAS TOLD TO SUBMIT A NEW PERMIT FROM THE OTHER ONE.  UCD is proposing to build an addition onto the home at 2217 Lindell Avenue. The addition to the home will be on CMU and have a small crawl space. The crawlspace is to be encapsulated. There will be two parts to the addition of the home, one in the back of the home and another to the left side of the home. The home will be framed to have 3 bedrooms & 3 baths with four (4) exterior doors and forty-eight (48) windows. New HVAC system will be installed, new electrical will be installed with four (4) exhaust fans and fifty (50) can lights, new plumbing will be installed with a free-standing tub and sauna in the master bath along with three (3) showers and three (3) toilets. The exterior will have a shingle roof, hardie lap siding with a stone veneer wall on the front-left side of the addition. Rockwool insulation will be used for the walls and closed cell in the ceiling and attic. New drywall, trim, cabinets and granite countertops will be installed. Engineered flooring will be installed with hardwood stair treads. Tile flooring will be installed in the wet areas totalling approximately 713 square feet, wall tile to be installed for shower surrounds is approximately 256 square feet along with kitchen tile backsplash, two (2) large glass shower doors and two (2) small glass shower doors. Basic landscaping and a driveway will be installed. Rear setback is 20ft and side setbacks are 5ft unless changed by historical commission.",17,-86.77441669,36.13003069,2399,37204,-9659683.88,4318528.177,Building Residential Addition
T2023063350,Building Residential - Addition,"Accessory Structure, Decks",10303026400,9/1/2023 5:00,,2415,100 48TH AVE N,NASHVILLE,TN,LOT 12 BLK 19 SYLVAN PARK,J4 BUILDERS LLC,CARA,CAA14U015,4326585,"to construct 100SF deck to the rear of existing single family residence. 5' side setback, 20' min. rear setback, 10' off side street setback. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.",24,-86.84403085,36.1424533,2400,37209,-9667433.293,4320240.472,Building Residential Addition
T2023063501,Building Residential - Addition,Single Family Residence,11913018200,9/1/2023 5:00,,190000,477 MORTON AVE,NASHVILLE,TN,LOT 76 COLLEGE HGTS,"DOUBLE EDGE BUILDERS, LLC",CARA,CAA01R301,4375198,"Scope consist of adding a family room off the back as well as a dormer bump up in the upstairs that will be in existing footprint. Also doing new roof and windows. 5' min. side setback and 20' min. rear setbacks, not to be over any easements.",16,-86.74447589,36.1061077,2401,37211,-9656350.885,4315231.468,Building Residential Addition
T2023009141,Building Residential - Rehab,Duplex,4415028300,2/10/2023 6:00,,30000,1012 DEBOW ST,OLD HICKORY,TN,LOT 47 SEC D VILLAGE OF OLD HICKORY,WIRED LLC,CARR,CAA02R302,4263078,"Replace windows and siding, rewire and replumb, and correct dividing wall. Add bathroom downstairs and reconfigure Kitchen. No change to building footprint. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.  Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",11,-86.64918141,36.2600675,2407,37138,-9645742.752,4336465.518,Building Residential Rehab
T2023009164,Building Residential - New,Single Family Residence,092060R00200CO,2/10/2023 6:00,,274160,730 B 29TH AVE N,NASHVILLE,TN,UNIT B HOMES AT 730 29TH AVENUE NORTH,CLEAR CREEK HOLDINGS LLC,CARN,CAA01R301,4263129,"To construct a new HPR/duplex single family residence with 2237 SF of living space and 122 SF of porches and/or decks. Minimum: 5’ side setback(s); and, 20’ rear setback. Minimum 6’ between buildings. Shall not exceed three stories with a maximum height of 45’. Height cannot exceed a ratio of 1.0 horizontal to 1.5 vertical. Must conform to all easements on property. Total building coverage on parcel not to exceed 50%. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",21,-86.81976995,36.16055791,2410,37209,-9664732.582,4322736.442,Building Residential New
T2023009412,Building Residential - New,Single Family Residence,072152O00200CO,2/13/2023 6:00,,95021,1700 B PORTER RD,NASHVILLE,TN,UNIT B HOMES AT 1700 PORTER ROAD,WIRED LLC,CARN,CAA01R301,4263519,"To construct Unit B a single-story, single-family residence of a detached two-family development, consisting of 702 sq ft 2 bed 2 bath home with 320 sq ft attached deck per plan. Not to be constructed over any easements.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",7,-86.72257479,36.19610433,2414,37206,-9653912.866,4327638.684,Building Residential New
T2023009563,Building Residential - Addition,Single Family Residence,8203016800,2/13/2023 6:00,,30139,1006 STOCKELL ST,NASHVILLE,TN,LOT 32 BENEDICT LAND CO SUB LINDSLEY TRACT,"TRHI,LLC",CARA,CAA01R301,4263871,"To construct a single-story, 24' X 26' detached accessory garage per plan. Structure is located off an improved alley behind the principal dwelling unit. Not to be used as a detached accessory dwelling unit, additional living/sleeping quarters or for commercial purposes.  Not to be constructed over any easements.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",5,-86.76944244,36.18910677,2415,37207,-9659130.149,4326673.468,Building Residential Addition
T2022057577,Building Residential - New,Single Family Residence,173140A05200CO,8/24/2022 5:00,,0,1109 PARKLAWN DR,NASHVILLE,TN,LOT 52 DELVIN DOWNS PH 5,CAPITOL HOMES INC,CARN,CAA01R301,4197341,"To construct a new 2 story single family residence with  SF of living space, SF garage, and SF of porches and/or decks. Minimum: 20’ street setback; 5’ side setback(s); and, 20’ rear setback. Must conform to all easements on property. Sidewalks are required. Individual single and two-family lot tree density standards apply pursuant to M.C.L. 17.24.100, including at least one two-inch caliper tree for each thirty feet of lot frontage (or portion thereof), excluding alley frontage. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage. No construction and/or demolition waste shall be stored on the property all such waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.",31,-86.69139502,36.02075837,2416,37211,-9650441.95,4303478.068,Building Residential New
T2022057667,Building Residential - Rehab,Single Family Residence,093024A40400CO,8/24/2022 5:00,,48720,178 2ND AVE N 404,NASHVILLE,TN,UNIT 404 THE QUARTERS CONDO,"JENCO, INC",CARR,CAA01R301,4197478,To rehab the dwelling that has been gutted due to damage from Christmas Day bombing. The structure of the building has now been certified safe and we will be finishing the interior of the home. ,19,-86.77610391,36.16461331,2418,37201,-9659871.7,4323295.614,Building Residential Rehab
T2022057668,Building Residential - New,Single Family Residence,9109031600,8/24/2022 5:00,,549321,526 A STEVENSON ST,NASHVILLE,TN,"LOT 2 T.M. NALL'S, RESUB LOT 89",The Kingston Group,CARN,CAA01R301,4197490,"HPR work has been filed. This two-home lot already has a home on the front portion of the lot. The new home will be constructed at the rear of the lot. Surveys are attached.  Engineered stormwater mitigation plan is included in the survey docs and consists of 15 feet of modified french drain and 490 square feet of permeable pavers installed according to METRO standards.  New home consisting of 1917 square feet of heated and cooled space with 426 square feet of garage space. 3 bed-rooms, 3.5 bathrooms.  Total construction value equals $549,321. Inspections required include foundation, framing, electrical, plumbing, mechanical, and final.",20,-86.86625486,36.15290669,2420,37209,-9669907.258,4321681.546,Building Residential New
